Gender,ClassYear,GPA,CreditsEarned,TransferCredits,APCredits
F,U4,3.17,108,3,0
F,U2,4,33,0,0
F,U4,2.1,118,0,0
M,U4,3.2,40,26,0
F,U3,3.36,56,6,0
F,U4,2.93,104,0,4
M,U4,2.23,72,7,0
F,U3,2.24,64,0,8
F,U4,3.5,137.5,0,0
F,U2,3.38,24,0,0
F,U4,3.98,112,20,20
M,U3,2.81,56,0,28
M,U2,3.03,40,6,0
F,U3,3.39,69,0,0
F,U2,1.93,28,0,48
M,U3,2.26,20,8,0
M,U4,3.75,64,0,44
F,U3,3.28,72,0,8
F,U3,3.84,64,0,16
F,U4,3.56,104,0,16
F,U3,3.34,72,6,36
M,U3,3.51,72,6,0
F,U2,2.59,32,0,0
F,U3,3.59,70,0,4
M,U4,3.97,97,12,48
F,U4,2.69,100,0,4
M,U2,3.24,33,0,28
M,U2,2.46,32,0,0
F,U3,2.65,68,0,0
F,U3,3.9,36,0,20
F,U3,3.65,72,6,0
F,U2,2.75,32,0,16
F,U4,2.58,65,0,36
M,U2,3.93,32,0,20
F,U4,3.22,104,3,8
M,U3,3.11,64,0,0
F,U4,2.85,140,0,4
M,U3,1.99,26,23,0
F,U3,3.8,64,0,28
M,U3,3.03,41,28,0
F,U4,2.74,94,0,32
F,U3,3.37,70,3,8
F,U2,2.35,36,0,0
F,U3,2.81,64,0,8
F,U3,3.83,80,4,0
M,U2,3.49,36,0,4
M,U2,3.38,33,0,32
F,U3,3.33,76,0,0
F,U4,3.96,64,4,48
F,U3,3.82,36,0,16
M,U3,3.77,70,0,16
F,U4,3.29,104,0,8
M,U4,3.87,90,0,40
M,U4,3.91,94,0,24
F,U2,3.44,32,0,16
F,U2,3.92,33,0,0
M,U3,3.33,65,0,0
M,U4,3.35,72,24,0
F,U4,3.45,104,7,16
M,U2,2.44,28,0,16
F,U3,2.55,32,32,0
F,U4,3.26,92,0,0
M,U4,2.99,96,0,8
F,U2,3.74,33,6,32
F,U3,3.47,67,0,16
M,U2,2.3,33,0,4
F,U2,3.67,12,0,0
F,U2,3.76,32,0,24
F,U4,3.66,96,0,0
F,U2,2.54,34,0,0
M,U3,2.46,52,4,44
F,U2,2.86,32,3,12
F,U3,3.89,36,0,40
F,U4,2.85,96,0,4
F,U2,3.72,33,0,0
F,U2,3.48,37,0,16
M,U3,3.81,32,30,8
M,U4,3.42,102,19,28
F,U3,3.34,65,0,16
F,U4,3.22,98,0,20
F,U4,3.86,100,0,8
F,U3,3.56,66,7,24
F,U3,3.15,74,0,16
F,U2,3.48,50,8,0
M,U3,2.81,32,0,0
F,U2,3.1,25,0,0
M,U3,2.94,66,0,4
F,U2,3.09,28,0,0
F,U3,3.31,64,0,0
F,U4,3.79,107,0,24
M,U3,3.63,64,0,8
M,U4,2.69,84,0,24
F,U4,3.2,108,0,0
F,U3,2.96,64,0,0
F,U4,3.17,74,35,4
F,U4,3.79,84,0,8
F,U3,3.48,65,0,0
F,U4,3.54,68,5,28
F,U2,3.5,16,13,8
F,U2,2.91,33,0,12
M,U4,2.75,86,4,8
F,U2,2.63,24,0,8
F,U3,2.45,60,0,0
M,U2,3.93,32,0,0
F,U4,3.48,66,0,36
F,U3,3.48,68,0,12
F,U2,3.53,32,0,0
M,U2,2.53,28,3,20
F,U4,3.28,100,0,16
F,U3,3.81,66,0,8
F,U4,2.64,56,56,0
F,U4,2.33,72,26,4
F,U4,3.65,159.5,0,0
F,U2,3.34,48,0,20
M,U4,3.31,132,0,0
M,U4,2.84,104,0,32
M,U2,2.84,32,0,0
F,U4,3.25,96,0,8
F,U4,3.16,76,28,8
M,U2,2.94,20,0,0
M,U3,3.75,58,0,16
M,U2,4,37,0,0
F,U2,3.71,36,0,12
F,U4,2.8,95,5,0
F,U2,2.74,32,0,0
F,U4,3.06,96,0,0
F,U4,2.54,96,0,0
M,U3,2.96,64,0,4
F,U3,2.44,28,9,0
F,U2,3.08,32,0,16
F,U3,2.49,57,0,0
M,U3,3.8,45,0,28
F,U2,2.99,33,0,12
M,U3,3.36,64,0,24
F,U4,3.47,100,0,28
M,U4,3.81,116,0,4
F,U4,3.65,98,21,20
F,U3,2.65,80,0,4
F,U4,3.04,100,4,8
M,U3,3.37,63,0,24
F,U4,3.25,121,3,16
F,U3,3.49,40,11,0
F,U2,3.5,16,0,0
M,U4,2.87,104,0,8
F,U4,2.44,126,0,0
F,U2,2.83,32,0,12
F,U2,3.43,28,22,16
F,U3,3.71,46,0,12
F,U3,2.98,40,52,0
F,U2,3.65,31,5,32
M,U3,3.38,52,8,0
M,U4,3.32,64,29,8
F,U4,3.1,82,0,36
M,U4,3.5,126,8,8
F,U2,3.37,29,0,0
F,U4,3.38,136.5,0,28
M,U3,2.86,44,0,0
M,U4,3.19,120,0,0
F,U2,3.34,32,0,0
M,U2,3.14,28,8,16
M,U2,2.59,32,0,0
M,U3,3.78,72,0,20
F,U2,3.68,42,0,12
F,U4,2.32,84,8,12
F,U2,3.78,24,0,4
M,U3,4,74,0,28
F,U3,3.64,64,3,12
F,U3,2.96,64,0,4
F,U3,3.26,32,0,32
F,U2,2.81,33,6,8
F,U2,3.18,33,6,0
F,U2,2.23,40,0,4
F,U3,2.15,60,0,0
F,U2,2.93,32,0,20
M,U4,2.75,72,26,0
F,U2,3.78,35,0,0
F,U3,1.42,50,15,0
M,U2,3.28,50,0,4
F,U2,3.71,32,0,12
F,U3,3.49,78,0,24
F,U2,1.59,32,0,0
F,U3,3.64,78,0,0
F,U3,2.54,64,0,4
F,U4,3.38,60,0,32
F,U4,2.75,104,0,20
M,U4,3.29,120,0,32
M,U2,3.21,36,0,32
F,U2,3.58,32,0,0
M,U2,3.79,33,0,32
F,U3,3.23,36,8,28
F,U3,3.21,68,0,4
M,U4,2.98,114,6,12
M,U4,3.56,107,0,8
M,U4,2.5,96,0,4
F,U3,3.45,72,0,56
F,U3,3.04,70,0,20
M,U3,3.03,64,0,0
M,U4,2.18,128,0,0
M,U2,3.59,33,0,8
F,U3,2.64,72,0,8
F,U3,3.26,73,0,12
F,U2,3.43,32,0,4
F,U4,2.97,60,0,24
M,U2,3.67,29,6,0
F,U2,2.88,32,0,20
F,U4,3.58,96,0,8
F,U4,3.39,96,0,24
M,U3,2.19,56,0,0
M,U2,1.8,21,4,32
M,U2,2.65,32,0,4
M,U4,2.47,84,0,20
F,U4,3.72,76,0,36
M,U3,3.12,73,0,16
F,U4,3.48,96,12,0
F,U2,3.81,32,0,8
F,U4,3.49,105,6,8
F,U2,3.33,28,0,20
M,U3,3.5,37.5,0,32
F,U2,3.75,32,9,0
M,U4,3.65,124,41,8
F,U4,3.68,64,51,0
F,U2,2.91,32,0,0
F,U3,3.45,60,0,0
F,U2,2.25,32,0,12
F,U4,3.82,92,0,16
M,U3,3.36,58,0,8
F,U2,3.33,28,0,0
M,U3,3.1,64,0,32
F,U3,2.74,56,0,4
M,U2,3.93,32,0,28
F,U4,3.56,56,28,8
F,U3,3.66,48,0,0
M,U3,3.34,68,0,0
F,U4,3.15,104,0,0
F,U2,3.55,32,0,0
F,U2,3.93,51,0,24
F,U3,3.68,78,8,8
M,U2,3.93,16,4,0
F,U4,3.89,109,0,0
F,U2,3.04,32,0,8
F,U2,2.86,32,0,0
F,U3,3.07,60,0,4
F,U4,2.25,40,6,0
F,U2,2.6,32,4,0
F,U2,3.31,34,0,24
M,U2,3.38,32,5,12
F,U2,2.83,24,0,0
F,U2,3.2,33,0,0
M,U3,3.74,70,8,44
F,U4,2.52,124,0,0
F,U3,3,60,0,16
F,U2,3.27,38,0,0
F,U2,3.18,34,0,0
M,U4,3.4,96,0,20
F,U4,3.61,98,0,12
F,U4,3.04,97,3,24
F,U4,3.03,100,0,28
F,U4,2.75,68,37,4
F,U3,3.53,72,0,8
F,U4,2.5,68,0,16
F,U3,3.56,64,0,0
M,U2,3.92,34,0,0
F,U3,2.89,64,0,8
F,U4,3.69,94,5.2,28
F,U4,3.36,102,0,0
F,U4,3.72,68,34,0
F,U2,3.95,36,0,12
M,U3,2.4,60,0,0
M,U4,2.69,48,0,0
M,U2,2.7,36,0,12
M,U4,2.47,105,0,8
M,U4,3.62,107,0,0
F,U3,3.64,66,0,16
M,U4,3.19,64,32,0
F,U4,3.23,60,18,0
M,U4,3.26,36,0,16
F,U2,3.81,34,0,28
F,U3,3.43,33,0,36
F,U3,3.45,33,0,36
M,U3,3.62,66,0,12
F,U2,3.27,36,13,16
F,U4,3.76,94,0,8
M,U2,3.09,32,0,8
F,U3,3.42,74,0,0
M,U4,3.66,75,27,8
M,U2,3.04,32,0,4
M,U2,3.45,32,0,0
F,U2,2.51,32,0,4
F,U3,3.14,64,0,0
M,U3,2.34,57,0,0
F,U2,2.95,33,0,0
F,U2,3.23,32,0,12
M,U4,3.35,84,31,8
F,U3,3.19,72,0,0
F,U3,3.74,68,0,20
F,U3,3.22,68,0,20
F,U4,2.31,88,0,4
F,U4,3.75,118,0,12
F,U4,3.89,104,0,20
F,U4,3.21,77,0,12
M,U4,2.96,100,12,16
F,U4,2.88,84,0,8
F,U3,3.36,65,0,16
F,U3,2.83,32,20,0
M,U2,1.91,24,0,8
F,U4,2.74,92,0,4
F,U4,3.5,97,0,32
F,U2,3.24,34,0,0
M,U4,2.73,85,0,4
M,U4,3.44,116,0,0
M,U4,3.29,110,0,28
F,U2,2.44,34,8,12
F,U2,3.71,36,0,16
M,U2,2.49,29,0,8
M,U4,3.4,80,0,20
F,U4,3.44,108,0,40
F,U4,3.84,95,0,20
M,U4,2.73,92,0,4
M,U4,2.41,116,0,0
F,U3,3.25,63,0,16
F,U3,3.69,64,4,0
F,U3,2.92,72,0,0
F,U3,3.24,72,0,0
M,U2,3.58,32,0,16
M,U4,3.53,101,0,16
F,U2,3.89,32,0,24
F,U4,3.52,60,28,12
F,U2,2.31,33,0,0
F,U2,3.97,37,17,32
M,U4,2.85,98,35,0
F,U2,2.94,34,0,0
F,U4,2.78,136,15,4
F,U2,3.87,36,0,24
F,U4,3.74,94,3,24
M,U3,2.67,64,0,8
F,U3,3.43,65,0,12
F,U3,2.83,64,0,0
M,U3,3.59,70,0,0
F,U3,3,60,0,0
F,U4,2.79,96,0,16
F,U4,3.94,72.5,0,32
F,U4,2.13,100,0,0
M,U4,3.88,83,3,20
F,U2,3.79,32,0,24
F,U4,3.36,100,0,28
M,U2,2.91,32,0,0
M,U4,3.14,92,0,48
F,U4,3.4,100,0,12
F,U2,2.81,28,0,12
F,U3,3.2,65,0,0
F,U4,2.84,96,0,20
M,U3,2.8,60,0,24
F,U2,3.5,32,0,28
M,U4,3.54,120,0,12
F,U4,2.28,104,0,0
M,U3,2.36,64,0,0
F,U3,2.84,61,0,16
F,U4,3.69,105,0,48
M,U4,2.83,104,0,4
M,U3,2.5,74,0,0
M,U2,3.85,43,0,60
F,U4,2.74,76,35,0
F,U4,3.79,68,0,44
F,U3,3.01,63,0,8
F,U2,2.04,32,0,12
M,U4,3.83,124,0,44
F,U4,2.58,87,6,4
F,U3,3.28,52,0,12
F,U2,3.06,32,0,20
F,U3,3.43,61,0,28
F,U4,2.3,88,0,0
M,U3,2.56,36,32,0
F,U4,2.76,121,0,0
M,U3,3.25,32,0,0
F,U3,3.51,45,57,0
F,U4,3.75,96,0,0
M,U4,2.26,112,0,0
F,U3,3.33,36,0,32
F,U3,3.94,77,0,0
M,U3,3.19,74,0,8
F,U4,3.47,100,0,28
F,U2,3.26,32,8,4
F,U2,3.18,33,0,8
M,U4,2.91,48,37,0
M,U3,3.46,70,0,24
M,U4,3.72,73,0,28
F,U2,3.68,33,0,12
M,U2,3.71,32,0,0
F,U3,3.58,33,0,20
M,U4,3.41,65,0,36
F,U4,3.78,64,36,0
F,U4,3.6,100,0,24
F,U4,3.49,108,0,0
F,U2,3,40,0,0
F,U4,3.43,104,0,0
F,U3,2.54,64,0,24
F,U4,2.65,78,4,16
F,U3,2.82,60,0,8
M,U3,2.51,53,0,8
F,U4,2.58,89,0,4
M,U2,3.67,36,0,32
F,U3,3.8,72,0,20
F,U4,3.7,118,0,24
M,U3,3.49,69,0,12
F,U2,3.5,16,0,0
M,U2,3.75,32,9,0
F,U4,3.33,24,48,4
F,U3,3.85,17,39,0
M,U3,2.91,68,0,0
M,U3,2.33,12,0,0
F,U2,2.58,32,0,4
F,U3,3.14,69,0,28
F,U3,3.77,73,0,0
M,U2,3.71,32,0,12
M,U3,3.9,63,0,28
F,U3,2.69,56,0,0
M,U4,3.13,108,12,0
F,U2,3.5,40,0,0
M,U2,3.94,42,0,48
M,U4,3.78,102,0,0
F,U3,2.09,28,32,0
F,U2,2.52,30,0,8
M,U3,3.39,32,40.7,0
F,U2,3.04,33,0,8
F,U2,3.04,32,0,24
F,U3,3.48,72,0,0
M,U2,3.39,32,0,16
F,U4,2.97,95,0,8
M,U2,3.79,32,0,16
M,U3,2,65,0,0
F,U4,3.09,104,6,20
F,U3,3.68,42,13,12
M,U3,3.74,68,0,0
F,U3,2.66,68,0,0
F,U4,3.53,72,3,12
F,U3,3.76,32,0,24
F,U4,2.84,96,0,0
F,U3,3.24,28,18,0
M,U3,3.17,40,29,16
F,U4,2.29,88,8,0
F,U3,3.33,68,0,16
F,U3,3.79,37,0,28
F,U4,3.3,100,0,16
M,U3,3.41,32,3,32
F,U4,3.33,96,0,24
F,U4,3.65,100,0,20
M,U3,3.67,60,0,0
F,U2,2.93,32,0,20
F,U2,3.44,34,0,20
M,U4,2.48,112,10,4
F,U3,3.17,72,0,8
M,U4,3.73,104,0,0
F,U3,3.26,68,0,4
M,U4,3.4,100,0,16
M,U3,3.48,66,0,20
M,U4,3.57,76,0,0
M,U2,3.59,32,0,0
F,U3,2.77,60,0,0
F,U4,3.46,68,0,32
F,U3,3.17,64,0,0
F,U3,2.52,36,23,0
M,U2,3.89,32,0,0
M,U2,3.41,33,0,8
F,U2,3.34,30,0,12
F,U4,3.22,96,0,24
M,U4,3.58,68,0,24
F,U4,2.63,68,63,0
F,U2,3.21,33,0,0
F,U4,3.09,36,62,0
F,U3,3.06,70,0,8
F,U2,3.68,35,0,8
F,U3,3.38,42,0,16
F,U4,3.46,89,0,8
F,U4,3.8,112,0,24
F,U4,3.17,114,0,0
M,U2,2.49,30,0,0
F,U4,3.54,98,0,16
F,U3,3.4,76,0,24
F,U3,3.51,64,10.5,0
M,U4,3.38,99,0,0
F,U2,3.68,33,0,0
M,U4,3.31,104,22,0
F,U4,3.61,64,0,32
M,U3,2.15,64,0,0
F,U3,2.74,72,6,0
F,U4,3.45,102,0,4
F,U3,3.97,74,0,24
M,U4,2.54,96,0,0
M,U3,3.58,64,0,32
F,U4,3.6,96,13,24
M,U2,3.21,35,0,0
M,U4,3.74,102,0,12
F,U2,2.68,35,0,0
M,U2,3.73,28,0,20
M,U4,3.6,80,69.5,0
M,U4,2.76,110,0,0
M,U4,3.23,96,0,24
F,U3,2.99,28,29,0
F,U3,3.76,69,0,0
M,U2,2,20,0,4
F,U2,2.5,30,8,0
F,U4,3.56,112,0,4
F,U4,3.41,98,0,32
M,U3,3.6,66,0,20
M,U4,3.62,100,0,0
F,U4,3.01,84,0,4
F,U3,3.72,71,0,4
M,U3,3.98,78,0,36
M,U2,3.32,36,0,0
F,U2,3.29,36,0,24
M,U4,2.99,116,8,0
F,U4,3.2,102,12,0
M,U4,2.37,76,0,0
M,U4,2.4,101,0,0
F,U2,2.62,24,0,0
F,U2,3.48,32,0,0
F,U3,2.74,40,8,0
M,U3,3.14,64,3,20
F,U4,3.53,96,4,0
F,U4,2.3,99,0,0
F,U4,3.67,93,0,24
F,U4,3.87,121,0,24
F,U2,3.42,38,0,12
F,U3,3.55,77,0,0
F,U2,3.25,35,0,0
F,U2,3.57,28,8,0
F,U2,2.83,16,0,0
M,U2,1.11,22,0,0
F,U3,3.96,33,0,24
M,U4,3.06,124,0,0
F,U4,2.94,112,3,0
F,U2,2.96,32,0,0
M,U4,3.07,78,30,0
F,U3,3.47,72,0,12
F,U3,3.49,69,3,24
F,U3,2.07,44,0,0
F,U4,3.92,108,6,16
F,U3,3.73,72,3,12
F,U3,3.47,28,0,8
M,U2,3.41,40,0,0
M,U2,2.34,32,0,0
M,U2,3.8,32,0,16
F,U4,3.66,80,0,32
M,U3,3.04,64,0,0
F,U3,3.96,84,0,20
F,U4,3.38,112,0,0
M,U3,3.59,32,0,16
F,U2,3.04,32,0,16
F,U2,3.05,32,0,16
M,U3,2.51,63,0,20
F,U3,2.39,53,0,28
F,U4,3.82,96,0,36
F,U3,2.78,72,0,0
F,U4,3.03,98,6,0
F,U4,3.49,82,12.9,4
F,U4,3.47,101,0,0
M,U3,3.06,65,0,20
M,U3,3.46,32,0,32
F,U2,3.29,36,0,0
F,U4,3.25,108,0,8
M,U2,2.71,32,0,0
F,U2,1.33,16,0,0
F,U4,3.4,96,0,20
M,U4,2.35,130,0,28
M,U4,2.59,93,0,20
F,U2,3.47,28,0,0
F,U4,3.54,100,0,20
M,U4,2.79,72,27,0
F,U4,3.34,94,0,24
F,U2,3.43,34,0,16
F,U4,3.54,94,0,8
F,U2,1.76,24,0,8
F,U2,3.51,32,0,0
F,U2,3.97,47,0,56
F,U4,3.72,108,0,4
F,U2,3.3,4,0,0
M,U2,1.46,28,0,32
F,U3,3.4,78,4,0
M,U2,3.15,35,0,12
F,U3,3.05,64,0,0
M,U4,2.43,88,0,0
F,U2,3.46,44,0,0
M,U4,2.66,82,0,52
F,U2,3.77,40,0,0
M,U4,3.16,76,0,0
F,U2,3.27,24,0,8
F,U3,2.27,36,30,0
F,U3,3.75,82,0,0
M,U2,2.67,40,0,0
M,U2,,,,
M,U4,3.33,97,3,0
M,U2,3.04,33,0,0
F,U4,3.64,104,0,12
F,U2,2.69,44,0,0
M,U4,3.03,96,0,0
F,U2,2.83,33,0,0
M,U3,3,60,0,0
F,U4,3.73,72,0,28
F,U4,3.18,92,0,12
M,U3,3.46,44,28,0
F,U3,3.3,30,31,0
M,U3,3.94,44,29,12
F,U4,2.82,68,18,0
M,U3,2.97,61,0,16
F,U3,3.02,66,0,0
F,U2,3.24,32,0,12
F,U4,2.88,103,0,8
F,U2,3.24,32,7,0
F,U4,3.07,96,0,4
M,U4,2.7,48,11,8
M,U2,3.68,33,0,0
M,U4,3.15,66,28,16
F,U3,3.08,76,0,12
M,U3,3.77,60,0,0
F,U2,3.16,33,0,0
M,U3,2.43,28,0,0
F,U2,3.35,35,0,12
F,U4,3.2,98,0,16
M,U3,3.79,73,0,20
M,U3,3.4,65,0,24
M,U2,2.46,32,0,0
F,U2,3.55,34,0,8
M,U3,3.59,77,0,4
F,U2,3.91,32,0,0
M,U2,4,32,0,0
F,U3,3.07,64,0,4
F,U4,3.67,114,0,0
M,U3,2.6,28,40,0
M,U2,2.75,34,0,12
F,U4,2.93,92,6,12
M,U4,2.97,96,0,0
M,U4,3.81,103,0,52
F,U3,2.49,57,0,8
M,U2,3.9,24,0,56
F,U4,2.97,92,0,12
M,U4,3.22,97,0,16
F,U4,3.37,114,3,12
F,U3,3.48,73,0,0
F,U3,2.34,48,0,24
F,U2,2.49,43,0,0
F,U2,3.21,33,8,8
M,U2,3.19,36,0,0
M,U2,2.66,32,12,20
F,U3,3.22,61,9,28
F,U2,2.95,32,4,4
M,U4,2.64,90,0,0
F,U4,3.33,96,6,24
M,U4,3.2,93,0,0
F,U2,3.58,35,0,36
M,U3,3.65,67,0,12
F,U4,2.54,48,24,0
F,U2,3.4,32,0,0
F,U4,3.48,96,0,0
M,U2,2.88,32,0,8
M,U4,3.23,124,0,0
M,U3,2.79,60,0,0
M,U4,3.13,89,0,28
M,U2,3.91,33,4,24
M,U3,3.13,64,0,4
M,U4,2.24,88,0,4
M,U4,2.95,100,0,0
M,U4,3.43,100,0,44
F,U2,3.25,32,0,28
F,U4,3.76,92,0,28
M,U2,2.79,32,0,8
F,U3,2.94,28,24,20
F,U3,2.99,66,0,20
F,U3,3.75,61,0,8
F,U2,3.36,36,0,8
F,U3,3.75,68,0,32
F,U4,2.29,96,0,16
F,U2,3.54,32,0,12
F,U2,3.56,35,0,20
F,U3,2.79,72,0,0
M,U4,2.36,50,24,0
M,U4,3.95,124,0,56
M,U4,3.38,98,0,8
F,U2,3.38,33,0,0
F,U4,3.71,63,0,24
F,U2,3.02,33,0,0
M,U3,3.75,65,0,20
F,U4,3.64,102,6,4
M,U4,3.37,173,0,0
F,U4,3.93,32,75,32
M,U2,3.52,37,0,20
F,U2,3.51,32,4,4
M,U4,2.83,112,0,12
F,U3,2.71,70,0,8
F,U2,2.41,32,0,0
F,U3,2.98,64,0,0
M,U4,3.52,72,33.6,0
F,U4,2.99,96,0,4
F,U4,3.53,89,0,44
F,U2,3.7,32,0,0
M,U3,3.29,60,0,20
F,U4,2.78,62,47,0
F,U4,3.11,100,14,4
M,U3,3.06,82,0,20
F,U2,3.09,32,0,0
F,U2,3.54,33,0,16
M,U4,3.79,140,0,32
F,U4,3.65,96,0,20
M,U3,2.57,56,0,0
F,U4,3.77,109,0,24
M,U4,3.47,68,0,32
M,U2,2.49,32,0,16
F,U3,3.73,68,0,20
M,U2,3.04,28,0,24
M,U2,3.3,32,0,0
M,U3,2.77,66,0,20
F,U4,3.34,65,0,40
F,U2,3.75,32,0,0
F,U4,3.52,132,0,0
M,U2,3.8,28,0,0
M,U4,3.29,87,0,16
M,U3,3.79,85,8,0
M,U2,3.12,20,0,4
F,U3,3.18,64,0,0
F,U4,3.76,99,0,20
M,U4,2.5,110,0,4
F,U4,3.07,120,0,36
M,U3,3.02,56,0,0
F,U3,2.25,60,0,0
F,U2,3.57,48,0,24
F,U4,3.05,107,6,0
M,U2,3.1,28,0,0
M,U3,1.88,48,0,0
F,U2,3.29,32,0,0
F,U2,3.32,34,8,16
F,U2,2.81,36,0,0
F,U4,3.6,110,8,0
F,U2,3.08,32,0,4
M,U2,3.9,41,0,0
M,U2,2.25,32,0,0
F,U4,2.84,96,8,0
M,U3,3.04,64,0,12
F,U4,3.02,99,0,20
M,U4,3.63,96,0,44
F,U2,2.41,32,0,4
M,U3,3.29,68,0,0
F,U4,3.87,70,21,28
M,U4,3.42,92,0,0
F,U3,4,67,0,36
F,U2,2.89,34,0,0
F,U4,3.85,104,8,20
M,U2,3.96,32,0,0
F,U3,3.07,77,0,0
M,U3,3.97,36,0,36
F,U3,2.35,60,0,0
M,U3,3.57,72,0,20
M,U3,2.93,69,0,20
M,U4,3.86,105,3,36
F,U4,3.72,90,0,12
F,U4,3.06,114,0,4
F,U4,3.46,104,10,0
F,U4,2.58,108,0,0
M,U3,3.36,72,4,4
F,U3,2.52,68,0,0
F,U2,3.01,28,0,8
M,U3,3.69,64,0,0
F,U4,2.3,106,0,0
F,U3,3.82,29,0,8
F,U3,3.28,64,0,16
F,U2,2.46,32,0,0
M,U3,2.79,72,4,28
F,U4,1.99,88,0,0
F,U3,3.57,36,0,28
M,U2,3.38,33,0,0
F,U3,3.04,38,28,0
M,U4,3.41,90,0,0
M,U2,4,28,0,28
F,U3,3.14,60,0,12
F,U2,3.84,33,0,20
F,U4,3.6,113,0,0
F,U3,3.13,32,4,24
M,U4,2.72,96,0,0
F,U4,3.73,106,0,24
F,U3,3.41,68,0,0
M,U4,2.67,106,0,8
M,U4,3.68,100,0,0
M,U3,3.11,65,0,20
F,U2,3.55,33,0,36
F,U4,3.2,104,0,8
M,U4,3.6,94,0,0
F,U3,3.98,64,0,0
F,U3,2.86,60,0,0
M,U2,3.18,32,0,28
F,U3,2.91,64,0,4
F,U2,2.75,33,0,28
M,U4,2.27,58,39,0
M,U4,2.61,56,28,4
F,U4,1.96,44,25,0
M,U4,3.47,116,0,40
M,U2,2.61,32,0,0
F,U2,3.66,32,4,0
M,U4,3.98,65,0,44
F,U3,3.93,65,0,24
M,U4,3.11,149,0,12
F,U3,3.28,56,0,20
F,U3,3.14,20,35,0
F,U2,3.71,41,0,0
F,U2,3.03,32,0,8
F,U3,2.65,76,0,20
F,U3,2.46,44,16,8
M,U3,2.67,28,4,0
F,U2,2.33,30,0,0
F,U3,3.16,44,24,0
F,U3,3.44,72,0,0
F,U3,2.27,54,3,16
F,U3,3.09,32,28,0
F,U3,2.34,76,0,0
M,U4,2.75,94,3,0
F,U4,2.99,98,0,24
M,U4,2.73,125,0,0
F,U3,2.1,57,0,20
F,U4,3.1,92,6,0
F,U2,3.6,32,0,4
F,U3,3.67,69,0,16
F,U4,2.77,100,8,4
F,U4,2.75,96,0,0
M,U4,2.55,64,27,0
M,U2,3.49,34,6,0
F,U4,2.88,73,30,0
F,U3,2.7,69,0,12
M,U4,2.22,60,28,0
M,U4,3.46,87,0,44
F,U2,2.88,32,0,16
M,U2,3.81,36,0,16
F,U3,3.36,66,0,8
M,U4,3.39,96,0,44
F,U2,3.28,39,0,0
M,U2,3.35,32,0,16
F,U4,3.14,96,0,40
M,U2,,,,
M,U2,3.14,28,0,4
F,U2,3.7,40,0,24
F,U3,3.23,60,0,8
M,U3,3.98,68,0,12
F,U4,3.27,98,26,0
F,U2,3.24,37,0,20
F,U4,3.45,93,0,0
F,U4,3.85,97,0,20
F,U3,2.36,54,0,4
M,U2,3.47,33,0,52
F,U4,2.03,132,4,4
F,U2,2.71,32,0,24
M,U3,2.35,53,0,16
M,U2,2.19,30,8,4
M,U4,3.26,92,0,28
F,U4,3.11,127,0,0
F,U3,3.06,68,16,0
M,U4,3.39,97,0,36
M,U3,2.87,67,3,0
F,U4,3.41,65,0,32
M,U4,3.67,97,0,8
F,U2,3.34,37,0,24
F,U3,3.86,37,0,44
F,U3,3.52,69,0,32
F,U4,2.88,96,0,0
F,U4,3.11,60,0,16
M,U3,3.4,66,7,4
M,U3,3.39,64,0,0
F,U4,3.68,36,45,0
M,U2,2.18,44,0,4
M,U4,3.69,97,0,20
F,U4,3.67,89,0,28
F,U4,2.81,92,0,44
F,U2,3.34,32,0,4
F,U4,3.54,107,0,0
M,U3,2.98,60,0,0
F,U2,2.65,33,0,4
M,U4,2.65,132,0,0
M,U3,2.44,64,0,0
M,U4,2.79,64,0,44
F,U3,2.6,52,0,0
F,U4,3.17,96,0,16
F,U4,3.02,98,0,32
F,U2,3.61,33,2.6,12
M,U2,3.38,32,0,36
F,U2,3.75,32,0,12
M,U4,3.96,97,0,40
M,U3,3.42,66,0,24
M,U3,3.59,32,4,24
F,U4,3.05,96,0,0
F,U2,3.34,32,0,28
F,U3,3.34,80,4,8
M,U2,3.1,32,0,12
M,U3,3.46,68,0,24
M,U4,3.55,76,3,32
M,,4,12,0,0
M,U4,3.85,60,31,8
M,U4,3.91,100,0,0
M,U3,2.24,48,0,24
M,U4,3.12,109,0,8
M,U3,2.44,48,16,0
F,U3,3.46,60,0,12
F,U3,3.58,60,12,4
F,U4,3.77,120.5,0,20
F,U3,3.26,65,9,12
F,U4,2.97,120,0,24
F,U4,2.97,103,0,24
M,U3,3.31,66,0,8
F,U4,3.27,95,0,12
M,U4,3.63,104,9,24
M,U2,2.87,28,0,20
F,U3,3.38,32,28,0
F,U4,3.09,100,0,0
F,U4,3.01,136,9,8
F,U4,2.34,78,11,12
F,U2,3,32,0,0
M,U2,3.57,37,0,20
F,U3,3.92,66,0,24
F,U3,2.75,16,11,0
F,U4,2.89,106,0,0
F,U3,3.31,72,6,16
M,U3,3.27,61,0,16
F,U2,3.14,28,0,12
M,U3,3.49,60,0,0
F,U4,3.3,100,0,16
M,U3,2.33,54,0,8
F,U2,2.99,33,0,24
M,U2,3.42,20,0,0
M,U4,3.28,88,4,12
F,U3,3.23,16,32,0
F,U2,3.19,32,0,20
M,U4,3.85,114.5,3,0
M,U2,3.54,33,0,52
M,U2,2.2,32,0,0
M,U4,3.58,90,0,12
F,U4,3.66,106,0,16
F,U3,3.29,57,8,0
F,U4,2.97,97,7,0
